639.7693	-17965.2676	1845.8643
622.2075	-17947.6974	1847.9959
612.2917	-17931.1342	1848.0601
603.7384	-17915.5520	1848.9196
603.1138	-17903.2135	1849.5412
597.5906	-17894.1053	1849.4506
597.0395	-17888.8696	1849.7669
598.0311	-17818.8060	1849.8498
606.0291	-17787.4076	1849.2246
622.3860	-17777.0511	1848.0251
633.8076	-17767.3294	1846.4089
601.8737	-17786.5860	1846.2105
595.4671	-17816.8531	1846.9344
592.9949	-17823.9006	1847.1498
597.4085	-17897.5237	1846.3601
602.8490	-17916.2004	1844.6779
620.6037	-17947.4849	1842.1015
637.0055	-17965.7667	1842.3445
645.4371	-17970.2200	1841.8030
652.5767	-17973.6315	1844.5908
